age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,pdays,previous,poutcome,season
46,management,married,secondary,no,21,yes,no,cellular,7,may,once,plus 6 months,less than 5,failure,spring
34,blue-collar,married,primary,no,275,yes,no,unknown,30,may,once,never,never,unknown,spring
29,technician,married,secondary,no,-547,yes,yes,cellular,6,apr,once,never,never,unknown,spring
37,admin.,single,secondary,no,115,no,no,cellular,4,feb,once,6 months,more than 5,failure,winter
37,admin.,single,secondary,no,597,yes,no,cellular,5,may,once,never,never,unknown,spring
55,technician,married,secondary,no,312,no,no,cellular,6,feb,more than once,6 months,less than 5,other,winter
50,admin.,single,secondary,no,424,yes,no,unknown,12,may,more than once,never,never,unknown,spring
28,blue-collar,single,secondary,no,438,yes,no,cellular,5,feb,more than once,never,never,unknown,winter
35,admin.,divorced,secondary,no,-402,yes,no,cellular,17,apr,once,never,never,unknown,spring
62,retired,married,secondary,no,1486,no,no,cellular,28,apr,more than once,never,never,unknown,spring
30,technician,single,tertiary,no,1323,yes,no,cellular,15,may,once,never,never,unknown,spring
53,blue-collar,divorced,secondary,no,145,yes,no,unknown,8,may,once,never,never,unknown,spring
42,management,married,tertiary,no,2772,yes,no,cellular,2,apr,once,never,never,unknown,spring
35,management,divorced,tertiary,no,649,no,no,cellular,16,apr,once,never,never,unknown,spring
38,services,single,primary,no,393,yes,no,cellular,14,may,once,never,never,unknown,spring
36,blue-collar,married,secondary,no,0,yes,no,cellular,5,may,once,never,never,unknown,spring
34,management,married,tertiary,no,271,yes,no,cellular,15,feb,once,6 months,less than 5,success,winter
39,blue-collar,single,secondary,no,885,yes,no,unknown,29,may,more than once,never,never,unknown,spring
48,management,divorced,secondary,no,769,no,yes,cellular,28,jan,more than once,plus 6 months,more than 5,other,winter
24,services,single,secondary,no,14,yes,no,cellular,7,may,once,never,never,unknown,spring
52,management,married,tertiary,no,1356,yes,no,cellular,4,may,more than once,never,never,unknown,spring
33,services,married,tertiary,no,597,no,no,cellular,4,feb,once,never,never,unknown,winter
38,blue-collar,married,secondary,no,1663,yes,no,unknown,21,may,once,never,never,unknown,spring
40,blue-collar,married,primary,no,3462,yes,no,cellular,9,feb,more than once,plus 6 months,less than 5,other,winter
37,blue-collar,married,secondary,no,417,no,no,cellular,28,jan,once,plus 6 months,less than 5,failure,winter
20,student,single,unknown,no,330,no,no,cellular,20,apr,more than once,never,never,unknown,spring
29,self-employed,single,secondary,no,970,yes,no,cellular,13,may,once,never,never,unknown,spring
36,blue-collar,single,secondary,no,3111,yes,no,unknown,20,may,more than once,never,never,unknown,spring
36,blue-collar,married,secondary,no,536,yes,no,cellular,8,apr,more than once,never,never,unknown,spring
54,services,married,secondary,no,4482,yes,no,unknown,20,may,more than once,never,never,unknown,spring
35,services,divorced,secondary,no,0,yes,yes,cellular,12,may,more than once,plus 6 months,less than 5,failure,spring
45,technician,divorced,secondary,no,3271,no,no,cellular,7,may,more than once,never,never,unknown,spring
28,admin.,single,secondary,no,-281,yes,no,cellular,8,may,more than once,plus 6 months,less than 5,other,spring
40,self-employed,married,tertiary,no,1498,no,no,cellular,4,feb,once,never,never,unknown,winter
54,management,divorced,tertiary,no,12018,yes,no,cellular,21,dec,more than once,never,never,unknown,winter
57,admin.,divorced,primary,no,207,yes,no,cellular,16,apr,once,plus 6 months,less than 5,failure,spring
40,blue-collar,married,secondary,no,2073,yes,no,unknown,16,may,more than once,never,never,unknown,spring
39,blue-collar,married,unknown,no,157,yes,no,unknown,30,may,more than once,never,never,unknown,spring
27,self-employed,single,tertiary,no,1000,no,no,cellular,29,jan,once,never,never,unknown,winter
25,blue-collar,single,secondary,no,381,yes,no,cellular,15,may,once,never,never,unknown,spring
31,technician,married,secondary,no,477,no,no,cellular,30,apr,once,never,never,unknown,spring
33,technician,married,secondary,no,832,yes,yes,unknown,8,may,more than once,never,never,unknown,spring
31,self-employed,single,tertiary,no,14692,yes,no,unknown,23,may,once,never,never,unknown,spring
42,blue-collar,married,secondary,no,-921,yes,no,unknown,26,may,more than once,never,never,unknown,spring
35,admin.,single,secondary,no,-413,yes,no,unknown,23,may,once,never,never,unknown,spring
41,technician,divorced,secondary,no,536,yes,no,unknown,15,may,more than once,never,never,unknown,spring
32,technician,married,secondary,no,0,yes,no,cellular,8,may,more than once,never,never,unknown,spring
32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,more than once,plus 6 months,less than 5,failure,spring
42,services,married,secondary,no,3620,yes,no,unknown,27,may,more than once,never,never,unknown,spring
34,management,single,tertiary,no,72,yes,no,unknown,26,may,more than once,never,never,unknown,spring
49,technician,married,secondary,no,4785,no,no,unknown,12,may,more than once,never,never,unknown,spring
32,management,married,tertiary,no,205,yes,no,cellular,5,feb,more than once,never,never,unknown,winter
52,unemployed,married,secondary,no,94,no,no,cellular,4,may,more than once,6 months,less than 5,success,spring
36,blue-collar,married,primary,no,1925,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
48,blue-collar,single,primary,no,623,yes,no,cellular,2,feb,more than once,never,never,unknown,winter
42,technician,married,secondary,no,2152,no,no,cellular,30,mar,more than once,plus 6 months,less than 5,failure,spring
51,blue-collar,married,secondary,no,528,yes,no,cellular,17,apr,more than once,never,never,unknown,spring
48,blue-collar,married,primary,no,281,yes,no,unknown,19,may,more than once,never,never,unknown,spring
31,management,married,secondary,no,8629,yes,no,unknown,21,may,more than once,never,never,unknown,spring
52,blue-collar,married,primary,no,2396,yes,no,cellular,15,may,more than once,never,never,unknown,spring
36,technician,married,tertiary,no,301,yes,no,unknown,7,may,more than once,never,never,unknown,spring
37,unemployed,married,primary,no,7005,yes,no,unknown,21,may,once,never,never,unknown,spring
38,entrepreneur,married,tertiary,no,2069,yes,no,cellular,15,may,more than once,never,never,unknown,spring
37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,once,6 months,less than 5,success,spring
48,services,married,secondary,no,0,yes,no,cellular,2,apr,once,plus 6 months,less than 5,failure,spring
54,management,married,unknown,no,876,yes,no,cellular,28,jan,more than once,plus 6 months,less than 5,failure,winter
32,services,single,secondary,no,-121,yes,yes,unknown,13,may,once,never,never,unknown,spring
54,management,married,primary,no,879,yes,no,unknown,13,may,once,never,never,unknown,spring
31,blue-collar,married,secondary,no,298,yes,no,unknown,28,may,more than once,never,never,unknown,spring
48,admin.,married,secondary,no,3754,yes,no,unknown,6,may,more than once,never,never,unknown,spring
35,blue-collar,single,primary,no,1215,yes,no,unknown,15,may,once,never,never,unknown,spring
23,student,single,tertiary,no,577,no,no,cellular,27,apr,more than once,never,never,unknown,spring
53,technician,married,secondary,no,5797,yes,no,cellular,3,feb,more than once,never,never,unknown,winter
35,blue-collar,married,primary,no,2205,yes,no,unknown,30,may,more than once,never,never,unknown,spring
28,blue-collar,single,secondary,no,402,yes,no,cellular,18,may,once,never,never,unknown,spring
33,entrepreneur,married,secondary,no,1034,yes,no,cellular,12,may,more than once,plus 6 months,more than 5,failure,spring
40,management,married,secondary,no,643,yes,no,cellular,17,apr,more than once,plus 6 months,less than 5,failure,spring
31,management,married,tertiary,no,233,yes,no,cellular,14,may,more than once,plus 6 months,more than 5,failure,spring
35,admin.,single,secondary,no,1537,yes,no,cellular,5,may,more than once,never,never,unknown,spring
37,technician,single,secondary,no,6714,yes,no,unknown,23,may,once,never,never,unknown,spring
27,blue-collar,married,primary,no,713,yes,no,unknown,30,may,more than once,never,never,unknown,spring
57,retired,married,tertiary,no,34,no,yes,cellular,28,jan,once,never,never,unknown,winter
56,technician,married,secondary,no,778,no,no,cellular,2,feb,more than once,plus 6 months,less than 5,failure,winter
46,services,divorced,secondary,no,355,yes,no,cellular,8,may,more than once,plus 6 months,more than 5,other,spring
40,management,divorced,tertiary,no,37,yes,no,unknown,16,may,once,never,never,unknown,spring
26,student,single,tertiary,no,294,no,no,cellular,5,mar,once,6 months,less than 5,success,spring
64,retired,married,secondary,no,243,no,no,cellular,22,feb,once,6 months,less than 5,failure,winter
59,blue-collar,married,primary,no,616,no,no,cellular,4,feb,more than once,plus 6 months,less than 5,other,winter
39,blue-collar,married,primary,no,7304,yes,no,unknown,28,may,once,never,never,unknown,spring
33,admin.,single,tertiary,no,1077,no,no,cellular,26,may,more than once,never,never,unknown,spring
26,technician,single,tertiary,no,515,no,no,cellular,31,may,once,never,never,unknown,spring
40,blue-collar,married,unknown,no,638,yes,yes,cellular,6,feb,more than once,plus 6 months,less than 5,failure,winter
34,blue-collar,single,secondary,no,186,no,no,cellular,2,feb,once,never,never,unknown,winter
35,blue-collar,married,primary,no,455,yes,no,cellular,13,may,more than once,plus 6 months,less than 5,failure,spring
28,services,single,tertiary,no,128,no,no,cellular,27,may,once,plus 12 months,less than 5,failure,spring
32,technician,married,tertiary,no,514,yes,no,unknown,20,may,more than once,never,never,unknown,spring
64,retired,married,tertiary,no,846,no,no,cellular,11,feb,once,plus 6 months,less than 5,failure,winter
29,blue-collar,single,secondary,no,770,yes,no,cellular,17,apr,once,never,never,unknown,spring
25,services,single,secondary,no,642,yes,yes,cellular,4,may,more than once,never,never,unknown,spring
29,student,single,secondary,no,314,no,no,cellular,30,apr,once,never,never,unknown,spring
29,management,married,tertiary,no,451,no,no,cellular,28,jan,once,never,never,unknown,winter
45,blue-collar,single,primary,no,116,no,no,unknown,13,apr,once,never,never,unknown,spring
32,admin.,single,secondary,no,642,yes,no,unknown,28,may,more than once,never,never,unknown,spring
57,blue-collar,married,primary,no,403,yes,no,telephone,17,feb,more than once,never,never,unknown,winter
28,blue-collar,single,primary,no,643,yes,no,unknown,15,may,once,never,never,unknown,spring
47,unemployed,divorced,secondary,no,0,no,yes,cellular,30,jan,more than once,plus 6 months,more than 5,other,winter
34,unemployed,married,secondary,no,978,no,no,cellular,24,mar,once,never,never,unknown,spring
32,management,single,tertiary,no,4638,no,no,cellular,29,jan,once,never,never,unknown,winter
28,student,single,secondary,no,69,no,no,cellular,30,jan,more than once,never,never,unknown,winter
42,management,divorced,tertiary,no,357,yes,no,cellular,8,may,once,never,never,unknown,spring
36,technician,married,secondary,no,494,yes,no,unknown,9,may,more than once,never,never,unknown,spring
30,blue-collar,single,primary,no,17,yes,no,cellular,13,may,more than once,never,never,unknown,spring
36,admin.,single,tertiary,no,980,no,no,cellular,1,feb,more than once,6 months,less than 5,failure,winter
64,self-employed,married,tertiary,no,661,no,no,cellular,21,dec,more than once,plus 6 months,less than 5,failure,winter
32,admin.,married,secondary,no,0,no,no,unknown,23,may,more than once,never,never,unknown,spring
34,management,single,tertiary,no,556,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
22,student,single,secondary,no,1925,no,no,cellular,4,may,once,never,never,unknown,spring
27,management,single,tertiary,no,3104,yes,no,unknown,28,may,more than once,never,never,unknown,spring
50,blue-collar,divorced,secondary,no,204,yes,yes,unknown,14,may,once,never,never,unknown,spring
31,technician,single,secondary,no,1,yes,no,cellular,12,may,once,never,never,unknown,spring
36,technician,married,secondary,no,84,yes,no,unknown,20,may,once,never,never,unknown,spring
59,retired,married,primary,no,1423,yes,no,unknown,15,may,more than once,never,never,unknown,spring
39,blue-collar,married,primary,no,1411,yes,no,unknown,20,may,more than once,never,never,unknown,spring
37,management,married,tertiary,no,0,yes,no,unknown,7,may,once,never,never,unknown,spring
26,unemployed,single,tertiary,no,23494,no,no,cellular,3,feb,once,never,never,unknown,winter
31,technician,married,tertiary,no,1410,yes,no,unknown,21,may,once,never,never,unknown,spring
33,technician,married,tertiary,no,565,yes,no,cellular,8,may,more than once,never,never,unknown,spring
45,management,divorced,tertiary,no,-255,yes,yes,unknown,28,may,more than once,never,never,unknown,spring
49,retired,married,unknown,no,247,no,no,unknown,15,may,more than once,never,never,unknown,spring
57,blue-collar,single,primary,no,739,yes,no,cellular,14,may,more than once,plus 6 months,less than 5,failure,spring
31,services,single,secondary,no,258,yes,no,cellular,18,may,more than once,never,never,unknown,spring
27,student,single,secondary,no,6036,no,no,cellular,31,mar,once,plus 6 months,less than 5,failure,spring
51,management,married,tertiary,no,257,yes,no,cellular,8,may,more than once,never,never,unknown,spring
30,admin.,married,primary,no,624,yes,no,cellular,15,may,more than once,plus 12 months,less than 5,failure,spring
32,blue-collar,married,primary,no,1261,yes,no,unknown,23,may,once,never,never,unknown,spring
57,entrepreneur,married,tertiary,yes,-524,yes,no,unknown,16,may,more than once,never,never,unknown,spring
33,technician,single,secondary,no,2583,no,no,cellular,25,may,once,6 months,less than 5,failure,spring
29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,once,plus 6 months,less than 5,other,spring
28,technician,single,secondary,no,618,yes,no,cellular,7,may,once,never,never,unknown,spring
36,technician,married,secondary,no,186,yes,no,cellular,12,may,more than once,never,never,unknown,spring
34,admin.,divorced,secondary,no,1085,no,no,cellular,11,mar,more than once,never,never,unknown,spring
